:ID,synsetId,note,:LABEL
ex_17119,eng-10-00024720-n,"in a weak financial state",Example
ex_17120,eng-10-00766102-a,"a square contradiction",Example
ex_17121,eng-10-00766102-a,"he is not being as straightforward as it appears",Example
ex_17122,eng-10-15252770-n,"he'll get around to it in the sweet by-and-by",Example
ex_17123,eng-10-00146210-a,"the many-armed goddess Shiva",Example
ex_17124,eng-10-01363370-a,"the tragicomic disparity...between's man's aspirations and his accomplishments- B.R.Redman",Example
ex_17125,eng-10-10189278-n,"the resident was receiving special clinical training at the hospital",Example
ex_17126,eng-10-00051045-a,"she had adequate training",Example
ex_17127,eng-10-00051045-a,"her training was adequate",Example
ex_17128,eng-10-00051045-a,"she was adequate to the job",Example
ex_17129,eng-10-00051045-a,"he was equal to the task",Example
ex_17130,eng-10-01801446-a,"his idyllic life in Tahiti",Example
ex_17131,eng-10-02535457-v,"After the break up of the Soviet Union, many republics broke away",Example
ex_17132,eng-10-01335903-a,"a quick mind",Example
ex_17133,eng-10-01335903-a,"a ready wit",Example
ex_17134,eng-10-00656576-v,"Can you group these shapes together?",Example
ex_17135,eng-10-00160688-n,"calling his seduction of the girl a `score' was a typical example of male slang",Example
ex_17136,eng-10-00809622-a,"a projectile force",Example
ex_17137,eng-10-00809622-a,"a projectile missile",Example
ex_17138,eng-10-01551461-a,"freedom from coarse unprincipled calumny- A.E.Stevenson",Example
ex_17139,eng-10-00451032-a,"a loosely knit group",Example
ex_17140,eng-10-00337065-v,"The pipe snapped",Example
ex_17141,eng-10-00867916-a,"a summer resort...encumbered with great clapboard-and-stucco hotels- A.J.Liebling",Example
ex_17142,eng-10-00867916-a,"a hiker encumbered with a heavy backpack",Example
ex_17143,eng-10-00867916-a,"an encumbered estate",Example
ex_17144,eng-10-00516932-v,"vulcanized rubber",Example
ex_17145,eng-10-14706372-n,"size gives body to a fabric",Example
ex_17146,eng-10-01258579-n,"he surrendered but asked for quarter",Example
ex_17147,eng-10-01736822-v,"reproduce the painting",Example
ex_17148,eng-10-01250565-a,"a thermal burn",Example
ex_17149,eng-10-01250565-a,"thermal underwear",Example
ex_17150,eng-10-00411215-a,"gentle christianly behavior",Example
ex_17151,eng-10-08333639-n,"it was the Roman Inquisition that put Galileo on trial",Example
ex_17152,eng-10-06194216-n,"the recognition of the Rio Grande as a boundary between Mexico and the United States",Example
ex_17153,eng-10-00768630-v,"The agent had roped in several customers",Example
ex_17154,eng-10-01494959-a,"seasoned wood",Example
ex_17155,eng-10-01306645-a,"kept abreast of the latest developments",Example
ex_17156,eng-10-01306645-a,"constant revision keeps the book au courant",Example
ex_17157,eng-10-01306645-a,"always au fait on the latest events",Example
ex_17158,eng-10-01306645-a,"up on the news",Example
ex_17159,eng-10-01207546-a,"nether garments",Example
ex_17160,eng-10-01207546-a,"the under parts of a machine",Example
ex_17161,eng-10-00225832-v,"This measure crippled our efforts",Example
ex_17162,eng-10-00225832-v,"Their behavior stultified the boss's hard work",Example
ex_17163,eng-10-02156063-v,"She traced the circumstances of her birth",Example
ex_17164,eng-10-00745499-v,"Order me some flowers",Example
ex_17165,eng-10-00745499-v,"order a work stoppage",Example
ex_17166,eng-10-02215506-v,"The government funds basic research in many areas",Example
ex_17167,eng-10-00801522-v,"She passed off the insult",Example
ex_17168,eng-10-01811441-v,"I am still hoping that all will turn out well",Example
ex_17169,eng-10-01780202-v,"I fear the winters in Moscow",Example
ex_17170,eng-10-01780202-v,"We should not fear the Communists!",Example
ex_17171,eng-10-02030158-v,"The friends separated after the party",Example
ex_17172,eng-10-00380424-v,"Dyslexics often transpose letters in a word",Example
ex_17173,eng-10-02565272-v,"Deng Xiao Ping was rehabilitated several times throughout his lifetime",Example
ex_17174,eng-10-00298765-r,"`I will come along,' she said decisively",Example
ex_17175,eng-10-02307993-v,"tariff imported goods",Example
ex_17176,eng-10-09442838-n,"he got a splinter in his finger",Example
ex_17177,eng-10-09442838-n,"it broke into slivers",Example
ex_17178,eng-10-02498716-v,"I was fined for parking on the wrong side of the street",Example
ex_17179,eng-10-02498716-v,"Move your car or else you will be ticketed!",Example
ex_17180,eng-10-00887317-a,"a cold audience",Example
ex_17181,eng-10-00887317-a,"a cold response to the new play",Example
ex_17182,eng-10-02152278-v,"She scanned the newspaper headlines while waiting for the taxi",Example
ex_17183,eng-10-02250467-v,"My boyfriend and I always go Dutch",Example
ex_17184,eng-10-01416081-a,"the oceanic violence of his rage",Example
ex_17185,eng-10-09954081-n,"six honorary were conferred; the conferees were...",Example
ex_17186,eng-10-01631217-a,"if it be a sin to covet honor, I am the most sinning soul alive- Shakespeare",Example
ex_17187,eng-10-01834304-a,"he is a very practical person",Example
ex_17188,eng-10-01834304-a,"the idea had no practical application",Example
ex_17189,eng-10-01834304-a,"a practical knowledge of Japanese",Example
ex_17190,eng-10-01834304-a,"woodworking is a practical art",Example
ex_17191,eng-10-02915055-a,"endocrine system",Example
ex_17192,eng-10-00724832-v,"Your ability to speak six languages amazes me!",Example
ex_17193,eng-10-04861486-n,"his resoluteness carried him through the battle",Example
ex_17194,eng-10-04861486-n,"it was his unshakeable resolution to finish the work",Example
ex_17195,eng-10-02013840-v,"The weeds crowded out the flowers",Example
ex_17196,eng-10-00718325-n,"careful tinning of the ends of wires results in a better joint when you solder them",Example
ex_17197,eng-10-04371225-n,"`swimming bath' is a British term",Example
ex_17198,eng-10-00347880-a,"the agreement is not yet set in stone",Example
ex_17199,eng-10-01854546-a,"indirect benefits",Example
ex_17200,eng-10-01854546-a,"an indirect advantage",Example
ex_17201,eng-10-00304100-v,"Please take in this skirt--I've lost weight",Example
ex_17202,eng-10-13413294-n,"he made the contribution out of his own purse",Example
ex_17203,eng-10-13413294-n,"he and his wife shared a common purse",Example
ex_17204,eng-10-02259817-a,"half-soled",Example
ex_17205,eng-10-02259817-a,"rubber-soled",Example
ex_17206,eng-10-00041899-n,"I envied his talent for acquiring",Example
ex_17207,eng-10-00041899-n,"he's much more interested in the getting than in the giving",Example
ex_17208,eng-10-02272938-v,"The country reconquered the territory lost in the previous war",Example
ex_17209,eng-10-02423183-v,"This permits the water to rush in",Example
ex_17210,eng-10-02423183-v,"This sealed door won't allow the water come into the basement",Example
ex_17211,eng-10-02423183-v,"This will permit the rain to run off",Example
ex_17212,eng-10-01067002-v,"He gulped for help after choking on a big piece of meat",Example
ex_17213,eng-10-02589013-v,"She likes to relegate difficult questions to her colleagues",Example
ex_17214,eng-10-00135578-v,"the Bible should be demythologized and examined for its historical value",Example
ex_17215,eng-10-02990373-n,"he hated painting the ceiling",Example
ex_17216,eng-10-01789270-v,"Her tactless remark offended me",Example
ex_17217,eng-10-01359303-v,"unstring my guitar",Example
ex_17218,eng-10-00062626-a,"handy with an axe",Example
ex_17219,eng-10-01869893-v,"Airplanes were swanning over the mountains",Example
ex_17220,eng-10-00019448-v,"the medicine affects my heart rate",Example
ex_17221,eng-10-08508449-n,"they tracked him back toward the head of the stream",Example
ex_17222,eng-10-01885239-v,"the boats surged",Example
ex_17223,eng-10-02583043-a,"a ratty old overcoat",Example
ex_17224,eng-10-02583043-a,"shabby furniture",Example
ex_17225,eng-10-02583043-a,"an old house with dirty windows and tatty curtains",Example
ex_17226,eng-10-01844431-v,"She haunts the ballet",Example
ex_17227,eng-10-01862496-v,"The inexperienced driver kept stalling the car",Example
ex_17228,eng-10-00634586-n,"the counting continued for several hours",Example
ex_17229,eng-10-05865454-n,"profit is the be-all and end-all of business",Example
ex_17230,eng-10-01232635-a,"a horizontal surface",Example
ex_17231,eng-10-07932841-n,"the store shelves held many different kinds of tea",Example
ex_17232,eng-10-07932841-n,"they threw the tea into Boston harbor",Example
ex_17233,eng-10-00038750-a,"a director who takes an active interest in corporate operations",Example
ex_17234,eng-10-00038750-a,"an active antagonism",Example
ex_17235,eng-10-00038750-a,"he was active in drawing attention to their grievances",Example
ex_17236,eng-10-00897363-a,"an unquestionable (or unequivocal) loss of prestige",Example
ex_17237,eng-10-07938773-n,"a flower arrangement",Example
ex_17238,eng-10-01450713-a,"found art",Example
ex_17239,eng-10-01450713-a,"the lost-and-found department",Example
ex_17240,eng-10-01421122-v,"Please plug in the toaster!",Example
ex_17241,eng-10-01421122-v,"Connect the TV so we can watch the football game tonight",Example
ex_17242,eng-10-00558738-a,"close quarters",Example
ex_17243,eng-10-02093493-a,"an insecure person lacking mental stability",Example
ex_17244,eng-10-00568879-v,"This function can be rationalized",Example
ex_17245,eng-10-01286436-v,"chain up the prisoners",Example
ex_17246,eng-10-03929443-n,"he used a pick to clean the dirt out of the cracks",Example
ex_17247,eng-10-00722848-v,"She was recalled by a loud laugh",Example
ex_17248,eng-10-00967098-v,"Snow reported on China in the 1950's",Example
ex_17249,eng-10-00967098-v,"The cub reporter covered New York City",Example
ex_17250,eng-10-00933566-v,"Tone down that aggressive letter",Example
ex_17251,eng-10-00933566-v,"The author finally tamed some of his potentially offensive statements",Example
ex_17252,eng-10-00216668-a,"woolly lambs",Example
ex_17253,eng-10-00186246-r,"he visited us informally",Example
ex_17254,eng-10-01404389-v,"bounce a ball",Example
ex_17255,eng-10-00186634-n,"the winning score came with less than a minute left to play",Example
ex_17256,eng-10-08153437-n,"the wedding was attended by royalty",Example
ex_17257,eng-10-01830307-v,"Her playing brought down the house",Example
ex_17258,eng-10-10479783-n,"she is a chess prodigy",Example
ex_17259,eng-10-01686036-a,"laid the poor fellow senseless with one stunning blow",Example
ex_17260,eng-10-01686036-a,"a stunning detonation with volumes of black smoke",Example
ex_17261,eng-10-02203168-v,"I keep a car in the countryside",Example
ex_17262,eng-10-02203168-v,"She keeps an apartment in Paris for her shopping trips",Example
ex_17263,eng-10-05902872-n,"they had to devise a system that did not depend on cooperation",Example
ex_17264,eng-10-00094799-a,"a liveborn baby",Example
ex_17265,eng-10-02208265-v,"What did you get at the toy store?",Example
ex_17266,eng-10-00522068-v,"archaized craftwork",Example
ex_17267,eng-10-06664594-n,"the neoclassical canon",Example
ex_17268,eng-10-06664594-n,"canons of polite society",Example
ex_17269,eng-10-04766059-n,"the simplicity of a crystal",Example
ex_17270,eng-10-07225167-n,"a caveat against unfair practices",Example
ex_17271,eng-10-00161878-a,"clip-on earrings",Example
ex_17272,eng-10-00161878-a,"a clip-on bow tie",Example
ex_17273,eng-10-02995345-n,"the CPU and the memory form the central part of a computer to which the peripherals are attached",Example
ex_17274,eng-10-00629382-a,"belief in a world filled with...formless but often malevolent beings",Example
ex_17275,eng-10-04751305-n,"a diversity of possibilities",Example
ex_17276,eng-10-04751305-n,"the range and variety of his work is amazing",Example
ex_17277,eng-10-01428581-a,"two old ladies, neatly hatted and gloved",Example
ex_17278,eng-10-01428581-a,"a bearskin-hatted sentry",Example
ex_17279,eng-10-01993940-a,"respectful behavior",Example
ex_17280,eng-10-01993940-a,"a respectful glance",Example
ex_17281,eng-10-01883550-v,"She beat the dealer down to a much better price",Example
ex_17282,eng-10-00636888-v,"base a claim on some observation",Example
ex_17283,eng-10-01027263-a,"to succeed one must be adaptable",Example
ex_17284,eng-10-01027263-a,"the frame was adaptable to cloth bolts of different widths",Example
ex_17285,eng-10-00865600-n,"the passage of air from the lungs",Example
ex_17286,eng-10-00865600-n,"the passing of flatus",Example
ex_17287,eng-10-02994219-n,"he hit the ball to deep center",Example
ex_17288,eng-10-11422822-n,"basic dyes have an affinity for wool and silk",Example
ex_17289,eng-10-00117654-a,"sensate creatures",Example
ex_17290,eng-10-02315914-a,"a falcate leaf",Example
ex_17291,eng-10-02315914-a,"falcate claws",Example
ex_17292,eng-10-02315914-a,"the falcate moon",Example
ex_17293,eng-10-00722253-n,"your gender role is the public expression of your gender identity",Example
ex_17294,eng-10-01394744-a,"slender wages",Example
ex_17295,eng-10-01394744-a,"a slim chance of winning",Example
ex_17296,eng-10-01394744-a,"a small surplus",Example
ex_17297,eng-10-02459173-v,"The immigrants were housed in a new development outside the town",Example
ex_17298,eng-10-02433975-a,"my father's words had left me jaded and depressed- William Styron",Example
ex_17299,eng-10-02462619-a,"great brown eye, true and trustful- Nordhoff & Hall",Example
ex_17300,eng-10-15119185-n,"now they try to shorten the patient's hospitalization",Example
ex_17301,eng-10-01562668-a,"the public was awheel",Example
ex_17302,eng-10-07191279-n,"his demands for attention were unceasing",Example
ex_17303,eng-10-01994128-v,"She nosed the car into the left lane",Example
ex_17304,eng-10-00491313-v,"She mistimed the marathon runner",Example
ex_17305,eng-10-13268842-n,"his tie was a present from his wife",Example
ex_17306,eng-10-00398704-n,"a photograph is a translation of a scene onto a two-dimensional surface",Example
ex_17307,eng-10-01928390-v,"jog along the canal",Example
ex_17308,eng-10-13764639-n,"he ate a large bag of popcorn",Example
ex_17309,eng-10-01967240-a,"the periodic appearance of the seventeen-year locust",Example
ex_17310,eng-10-08401970-n,"the smart money said Truman would lose the election",Example
ex_17311,eng-10-00759501-v,"I pleaded with him to stop",Example
ex_17312,eng-10-02286027-v,"He felt his way around the dark room",Example
ex_17313,eng-10-01173697-a,"an angry sore",Example
ex_17314,eng-10-01714208-v,"Horowitz is performing at Carnegie Hall tonight",Example
ex_17315,eng-10-01714208-v,"We performed a popular Gilbert and Sullivan opera",Example
ex_17316,eng-10-01490061-a,"adolescent boys and girls",Example
ex_17317,eng-10-00469879-a,"the royal couple's much heralded world tour",Example
ex_17318,eng-10-02691722-v,"A star tops the Christmas Tree",Example
ex_17319,eng-10-05695554-n,"send two dollars or the equivalent in stamps",Example
ex_17320,eng-10-00472532-v,"She drowned her trouble in alcohol",Example
ex_17321,eng-10-13452117-n,"a control operation started the data processing",Example
ex_17322,eng-10-02223630-v,"The company weeded out the incompetent people",Example
ex_17323,eng-10-02223630-v,"The new law weeds out the old inequities",Example
ex_17324,eng-10-02070150-v,"The crowds spilled out into the streets",Example
ex_17325,eng-10-02455297-a,"troubled areas",Example
ex_17326,eng-10-02455297-a,"fell into a troubled sleep",Example
ex_17327,eng-10-02455297-a,"a troubled expression",Example
ex_17328,eng-10-02455297-a,"troubled teenagers",Example
ex_17329,eng-10-00356789-v,"The bread crusted in the oven",Example
ex_17330,eng-10-00999815-v,"Who erased the files form my hard disk?",Example
ex_17331,eng-10-01781757-v,"her husband and mother-in-law tyrannize her",Example
ex_17332,eng-10-13103877-n,"a snag can provide food and a habitat for insects and birds",Example
ex_17333,eng-10-05112609-n,"he questioned the sufficiency of human intelligence",Example
ex_17334,eng-10-02572038-a,"harebrained ideas",Example
ex_17335,eng-10-02572038-a,"took insane risks behind the wheel",Example
ex_17336,eng-10-02572038-a,"a completely mad scheme to build a bridge between two mountains",Example
ex_17337,eng-10-04203889-n,"she loaded her shopping into the car",Example
ex_17338,eng-10-04203889-n,"women carrying home shopping didn't give me a second glance",Example
ex_17339,eng-10-02156384-v,"I rediscovered the books that I enjoyed as a child",Example
ex_17340,eng-10-01212346-a,"soaring prices",Example
ex_17341,eng-10-00796337-a,"histrionic gestures",Example
ex_17342,eng-10-00796337-a,"an attitude of melodramatic despair",Example
ex_17343,eng-10-00796337-a,"a theatrical pose",Example
ex_17344,eng-10-00317207-n,"his reluctant delivery of bad news",Example
ex_17345,eng-10-15047313-n,"the solvent does not change its state in forming a solution",Example
ex_17346,eng-10-02500902-v,"The jury had heard all the evidence",Example
ex_17347,eng-10-02500902-v,"The case will be tried in California",Example
ex_17348,eng-10-08244532-n,"sleeper nests of Islamic terrorists were capable of launching major attacks in Europe",Example
ex_17349,eng-10-06661923-n,"they signed a nonaggression pact",Example
ex_17350,eng-10-01173965-n,"one strong stab to the heart killed him",Example
ex_17351,eng-10-00872747-v,"His words woke us to terrible facts of the situation",Example
ex_17352,eng-10-02457167-a,"too upset to say anything",Example
ex_17353,eng-10-02457167-a,"spent many disquieted moments",Example
ex_17354,eng-10-02457167-a,"distressed about her son's leaving home",Example
ex_17355,eng-10-02457167-a,"lapsed into disturbed sleep",Example
ex_17356,eng-10-02457167-a,"worried parents",Example
ex_17357,eng-10-02457167-a,"a worried frown",Example
ex_17358,eng-10-02457167-a,"one last worried check of the sleeping children",Example
ex_17359,eng-10-02370433-v,"She didn't know what to expect from her new job, so she played it by ear",Example
ex_17360,eng-10-08489765-n,"they moved to somewhere in Spain",Example
ex_17361,eng-10-02554235-v,"The prostitute is street-walking every night",Example
ex_17362,eng-10-02507515-a,"the varying angles of roof slope",Example
ex_17363,eng-10-02507515-a,"nature is infinitely variable",Example
ex_17364,eng-10-06879521-n,"made a display of strength",Example
ex_17365,eng-10-06879521-n,"a show of impatience",Example
ex_17366,eng-10-06879521-n,"a good show of looking interested",Example
ex_17367,eng-10-01168988-a,"medical treatment",Example
ex_17368,eng-10-01168988-a,"pneumonia is a medical disease",Example
ex_17369,eng-10-13775706-n,"a flood of requests",Example
ex_17370,eng-10-13775706-n,"a torrent of abuse",Example
ex_17371,eng-10-02300101-a,"dark starless nights",Example
ex_17372,eng-10-04865114-n,"his diligence won him quick promotions",Example
ex_17373,eng-10-04865114-n,"frugality and industry are still regarded as virtues",Example
ex_17374,eng-10-02251212-a,"he was alone when we met him",Example
ex_17375,eng-10-02251212-a,"she is alone much of the time",Example
ex_17376,eng-10-02251212-a,"the lone skier on the mountain",Example
ex_17377,eng-10-02251212-a,"a lonely fisherman stood on a tuft of gravel",Example
ex_17378,eng-10-02251212-a,"a lonely soul",Example
ex_17379,eng-10-02251212-a,"a solitary traveler",Example
ex_17380,eng-10-00372607-n,"they decided to reposition their furniture in a recommended repository in Brooklyn",Example
ex_17381,eng-10-00372607-n,"my car is in storage",Example
ex_17382,eng-10-00372607-n,"publishers reduced print runs to cut down the cost of warehousing",Example
ex_17383,eng-10-01684922-a,"the ultrasonic dimensioning measurement",Example
ex_17384,eng-10-01684922-a,"an ultrasonic dimensioning arrangement of the heart",Example
ex_17385,eng-10-02068277-a,"a variant spelling",Example
ex_17386,eng-10-00018850-a,"a thoroughly unpleasant highly exceptionable piece of writing",Example
ex_17387,eng-10-00018850-a,"found the politician's views objectionable",Example
ex_17388,eng-10-01656078-n,"most vertebrates are stereospondylous",Example
ex_17389,eng-10-01730059-v,"He psalms the works of God",Example
ex_17390,eng-10-05113462-n,"an exiguity of cloth that would only allow of miniature capes-George Eliot",Example
ex_17391,eng-10-10410125-n,"she's the peacekeeper in that family",Example
ex_17392,eng-10-14485990-n,"he couldn't afford $50 a throw",Example
ex_17393,eng-10-02020237-v,"marauding rebels overran the countryside",Example
ex_17394,eng-10-01377257-a,"uncharted seas",Example
ex_17395,eng-10-00922142-v,"These techniques permit us to dimension the human heart",Example
ex_17396,eng-10-01119192-a,"a gifted writer",Example
ex_17397,eng-10-01733213-v,"Bernstein conducted Mahler like no other conductor",Example
ex_17398,eng-10-01733213-v,"she cannot conduct modern pieces",Example
ex_17399,eng-10-01011425-n,"an inventory may be necessary to see if anything is missing",Example
ex_17400,eng-10-01011425-n,"they held an inventory every month",Example
ex_17401,eng-10-00058014-v,"bears cub every year",Example
ex_17402,eng-10-00829918-n,"an air umbrella over England",Example
ex_17403,eng-10-01451498-a,"a saved soul",Example
ex_17404,eng-10-02673965-v,"She excelled in math",Example
ex_17405,eng-10-01779792-a,"somatogenic theories of schizophrenia",Example
ex_17406,eng-10-07269552-n,"they earned their stripes in Kuwait",Example
ex_17407,eng-10-01208146-a,"the windows are up",Example
ex_17408,eng-10-00535170-a,"words lost in the din",Example
ex_17409,eng-10-01324431-n,"Tyrannosaurus Rex was a large carnivore",Example
ex_17410,eng-10-01324431-n,"insectivorous plants are considered carnivores",Example
ex_17411,eng-10-00462741-a,"the smoggy atmosphere of Los Angeles",Example
ex_17412,eng-10-00904904-n,"edge enhancement is intrinsic in xerography",Example
ex_17413,eng-10-01007924-v,"he summed up his results",Example
ex_17414,eng-10-01007924-v,"I will now summarize",Example
ex_17415,eng-10-14008342-n,"the behavior of small particles can be studied in experiments",Example
ex_17416,eng-10-02495564-a,"an abused substance",Example
ex_17417,eng-10-07223985-n,"there has been talk about you lately",Example
ex_17418,eng-10-01757211-a,"crossed the river on improvised bridges",Example
ex_17419,eng-10-01757211-a,"the survivors used jury-rigged fishing gear",Example
ex_17420,eng-10-01757211-a,"the rock served as a makeshift hammer",Example
ex_17421,eng-10-01463792-v,"tease wool",Example
ex_17422,eng-10-08239152-n,"a graduate student taught sections for the professor's lecture course",Example
ex_17423,eng-10-00701877-v,"The vote in New Hampshire often decides the outcome of the Presidential election",Example
ex_17424,eng-10-00369552-r,"imprudently, he downed tools and ran home to make his wife happy",Example
ex_17425,eng-10-01555732-a,"made the most money he could",Example
ex_17426,eng-10-01555732-a,"what attracts the most attention?",Example
ex_17427,eng-10-01555732-a,"made the most of a bad deal",Example
ex_17428,eng-10-05127959-n,"the sweep of the plains",Example
ex_17429,eng-10-00811421-a,"hot for travel",Example
ex_17430,eng-10-01396524-v,"The dress hugged her hips",Example
ex_17431,eng-10-00201722-v,"edit film",Example
ex_17432,eng-10-00201722-v,"cut recording tape",Example
ex_17433,eng-10-02554546-a,"a dry cow",Example
ex_17434,eng-10-04317833-n,"cinnamon sticks",Example
ex_17435,eng-10-04317833-n,"a stick of dynamite",Example
ex_17436,eng-10-00454868-v,"flush the meadows",Example
ex_17437,eng-10-00351406-v,"Stick to your principles",Example
ex_17438,eng-10-00351406-v,"stick to the diet",Example
ex_17439,eng-10-00157389-a,"associative learning",Example
ex_17440,eng-10-02506922-a,"a many-sided subject",Example
ex_17441,eng-10-02506922-a,"a multifaceted undertaking",Example
ex_17442,eng-10-02506922-a,"multifarious interests",Example
ex_17443,eng-10-02506922-a,"the multifarious noise of a great city",Example
ex_17444,eng-10-02506922-a,"a miscellaneous crowd",Example
ex_17445,eng-10-02235842-v,"Give one's name",Example
ex_17446,eng-10-00287128-a,"catholic in one's tastes",Example
ex_17447,eng-10-01073824-n,"an orgy of shopping",Example
ex_17448,eng-10-01073824-n,"an emotional binge",Example
ex_17449,eng-10-01073824-n,"a splurge of spending",Example
ex_17450,eng-10-00501004-a,"although they knew her whereabouts her friends kept close about it",Example
ex_17451,eng-10-00078401-v,"She is suffering from the hot weather",Example
ex_17452,eng-10-13980596-n,"he could sense her latent hostility to him",Example
ex_17453,eng-10-13980596-n,"the diplomats' first concern was to reduce international tensions",Example
ex_17454,eng-10-06740644-n,"he offered a persuasive defense of the theory",Example
ex_17455,eng-10-01465668-a,"gaga over the rock group's new album",Example
ex_17456,eng-10-01465668-a,"he was infatuated with her",Example
ex_17457,eng-10-00330003-v,"The road trifurcates at the bridge",Example
ex_17458,eng-10-00237705-n,"regular exercise resulted in the re-establishment of his endurance",Example
ex_17459,eng-10-00059491-a,"the trim brass-mounted carbine of the ranger- F.V.W.Mason",Example
ex_17460,eng-10-02539576-a,"shoes so dilapidated as to be unwearable",Example
ex_17461,eng-10-04879498-n,"the widespread disaffection of the troops",Example
ex_17462,eng-10-01758038-a,"terminable employees",Example
ex_17463,eng-10-01758038-a,"a terminable annuity",Example
ex_17464,eng-10-00663353-v,"check the spelling of this word",Example
ex_17465,eng-10-00663353-v,"check your facts",Example
ex_17466,eng-10-00718489-v,"The cow accepted the bull",Example
ex_17467,eng-10-07358985-n,"a successful leap from college to the major leagues",Example
ex_17468,eng-10-00231252-a,"this road is worse than the first one we took",Example
ex_17469,eng-10-00231252-a,"the road is in worse shape than it was",Example
ex_17470,eng-10-00231252-a,"she was accused of worse things than cheating and lying",Example
ex_17471,eng-10-01410905-a,"as unalike as two people could be",Example
ex_17472,eng-10-00584954-v,"Will modern physicists weaponize String Theory?",Example
ex_17473,eng-10-00143204-v,"roll a cigarette",Example
ex_17474,eng-10-02071627-v,"the fertilizer leached into the ground",Example
ex_17475,eng-10-01985923-v,"He sank to his knees",Example
ex_17476,eng-10-00168588-v,"The week at the spa restored me",Example
ex_17477,eng-10-06300193-n,"thematic vowels are part of the stem",Example
ex_17478,eng-10-00029343-a,"an acquisitive mind",Example
ex_17479,eng-10-00029343-a,"an acquisitive society in which the craving for material things seems never satisfied",Example
ex_17480,eng-10-00050641-a,"I throw away all mail addressed to `resident'",Example
ex_17481,eng-10-05831784-n,"he's a thorn in my flesh",Example
ex_17482,eng-10-02128566-a,"itinerant labor",Example
ex_17483,eng-10-02128566-a,"an itinerant judge",Example
ex_17484,eng-10-07394814-n,"he heard a spatter of gunfire",Example
ex_17485,eng-10-14435187-n,"the stress was more on accuracy than on speed",Example
ex_17486,eng-10-01494586-a,"a hard but seasonable frost",Example
ex_17487,eng-10-01494586-a,"seasonable clothes",Example
ex_17488,eng-10-01228396-v,"The blade broke her skin",Example
ex_17489,eng-10-02123579-a,"an elect circle of artists",Example
ex_17490,eng-10-02123579-a,"elite colleges",Example
ex_17491,eng-10-00706311-a,"a dainty teacup",Example
ex_17492,eng-10-00706311-a,"an exquisite cameo",Example
ex_17493,eng-10-02489092-a,"substances readily translatable to the American home table",Example
ex_17494,eng-10-02489092-a,"his books are eminently translatable",Example
ex_17495,eng-10-01517515-v,"upend the box and empty the contents",Example
ex_17496,eng-10-00088157-a,"the rippled surface of the pond",Example
ex_17497,eng-10-00088157-a,"with ruffled flags flying",Example
ex_17498,eng-10-06822034-n,"the point of the arrow was due north",Example
ex_17499,eng-10-00441881-v,"don't belittle your colleagues",Example
ex_17500,eng-10-05829782-n,"a joy to behold",Example
ex_17501,eng-10-05829782-n,"the pleasure of his company",Example
ex_17502,eng-10-05829782-n,"the new car is a delight",Example
ex_17503,eng-10-00209390-a,"the ferny shadows of locust leaves",Example
ex_17504,eng-10-01216807-a,"mimetic coloring of a butterfly",Example
ex_17505,eng-10-01216807-a,"the mimetic tendency of infancy- R.W.Hamilton",Example
ex_17506,eng-10-00315534-n,"we saved money by bareboating",Example
ex_17507,eng-10-02894024-n,"pack the breakables separately",Example
ex_17508,eng-10-00634404-a,"an apochromatic lens",Example
ex_17509,eng-10-00558371-v,"We are advancing technology every day",Example
ex_17510,eng-10-02349003-a,"an incumbent geological formation",Example
ex_17511,eng-10-05762998-n,"a politician whose recall of names was as remarkable as his recognition of faces",Example
ex_17512,eng-10-05762998-n,"experimental psychologists measure the elapsed time from the onset of the stimulus to its recognition by the observer",Example
ex_17513,eng-10-01955984-v,"I ride to work in a bus",Example
ex_17514,eng-10-01955984-v,"He rides the subway downtown every day",Example
ex_17515,eng-10-00327249-r,"he acted unselfishly when he helped her get the promotion",Example
ex_17516,eng-10-00202089-v,"several line in the report were blanked out",Example
ex_17517,eng-10-07530478-n,"his cheerfulness made everyone feel better",Example
ex_17518,eng-10-02492812-a,"he threw to a downfield receiver",Example
ex_17519,eng-10-14474556-n,"the strength of the company's stock in recent weeks",Example
ex_17520,eng-10-02587375-v,"Henry VIII reigned for a long time",Example
ex_17521,eng-10-14516256-n,"she tried to keep her children off the street",Example
ex_17522,eng-10-04839154-n,"the judge recognized the fairness of my claim",Example
ex_17523,eng-10-01860795-v,"the car stopped",Example
ex_17524,eng-10-01860795-v,"She stopped in front of a store window",Example
ex_17525,eng-10-02259667-a,"the house has been on the market almost a year and is still unsold",Example
ex_17526,eng-10-00107648-a,"some athletes take anabolic steroids to increase muscle size temporarily",Example
ex_17527,eng-10-01124574-a,"the redeeming feature of the plan is its simplicity",Example
ex_17528,eng-10-01124574-a,"his saving grace was his sense of humor",Example
ex_17529,eng-10-00846509-v,"The journalists have defamed me!The article in the paper sullied my reputation",Example
ex_17530,eng-10-02143283-v,"Summer brings out bright clothes",Example
ex_17531,eng-10-02143283-v,"He brings out the best in her",Example
ex_17532,eng-10-00182225-a,"a self-activating sprinkler system",Example
ex_17533,eng-10-01270868-a,"hasty marriage seldom proveth well- Shakespeare",Example
ex_17534,eng-10-01270868-a,"hasty makeshifts take the place of planning- Arthur Geddes",Example
ex_17535,eng-10-01270868-a,"rejected what was regarded as an overhasty plan for reconversion",Example
ex_17536,eng-10-01270868-a,"wondered whether they had been rather precipitate in deposing the king",Example
