:ID,lexicalId,writtenForm,partOfSpeech,:LABEL
w247962,w247962,"玩女人",v,Lemma
w239515,w239515,"不足取+的",a,Lemma
w231765,w231765,"不使用暴力",a,Lemma
w206535,w206535,"统治时期",n,Lemma
w214290,w214290,"星细胞",a,Lemma
w189325,w189325,"假龙头花",n,Lemma
w212671,w212671,"猞猁属",n,Lemma
w219292,w219292,"脑内啡",n,Lemma
w216833,w216833,"广",a,Lemma
w250224,w250224,"电化学",a,Lemma
w252187,w252187,"涂层",n,Lemma
w210643,w210643,"久远",a,Lemma
w204083,w204083,"上光剂",n,Lemma
w244270,w244270,"沉想",r,Lemma
w227449,w227449,"浸满水+的",a,Lemma
w252344,w252344,"绞索",n,Lemma
w256966,w256966,"污秽的",a,Lemma
w225274,w225274,"原料",n,Lemma
w193053,w193053,"锈子器",n,Lemma
w248272,w248272,"起立不能",n,Lemma
w226027,w226027,"墨水台",n,Lemma
w241722,w241722,"接触",v,Lemma
w214321,w214321,"使镇静",v,Lemma
w257175,w257175,"钝化",n,Lemma
w255600,w255600,"原拷贝",n,Lemma
w207871,w207871,"审查员+的",a,Lemma
w224500,w224500,"情报",n,Lemma
w255980,w255980,"有阀",a,Lemma
w247208,w247208,"伶鼬",n,Lemma
w193822,w193822,"有毒牙+的",a,Lemma
w235750,w235750,"变好",v,Lemma
w260409,w260409,"乏味+的",a,Lemma
w220804,w220804,"无可挽救的",a,Lemma
w255051,w255051,"塌陷",v,Lemma
w205180,w205180,"六亚甲基四胺",n,Lemma
w224798,w224798,"决心",a,Lemma
w254970,w254970,"青色",n,Lemma
w216504,w216504,"下丘脑",a,Lemma
w245273,w245273,"一百七十",a,Lemma
w217294,w217294,"皮靴",n,Lemma
w210773,w210773,"变化多端",a,Lemma
w230281,w230281,"景教",a,Lemma
w243658,w243658,"使归化",v,Lemma
w202206,w202206,"开办费",n,Lemma
w219908,w219908,"北极列岛",n,Lemma
w227208,w227208,"经纪人",v,Lemma
w216222,w216222,"百分+的",a,Lemma
w234146,w234146,"鲜红色",a,Lemma
w240278,w240278,"犯罪行为",n,Lemma
w199724,w199724,"鼻血",n,Lemma
w188936,w188936,"有缺陷",a,Lemma
w211495,w211495,"建筑物多",a,Lemma
w235233,w235233,"转杆器",n,Lemma
w215982,w215982,"惩罚",v,Lemma
w209543,w209543,"海獭属",n,Lemma
w227523,w227523,"店",n,Lemma
w233335,w233335,"发球得分",v,Lemma
w230089,w230089,"光电+的",a,Lemma
w255329,w255329,"蕾丝",n,Lemma
w189087,w189087,"阻碍",a,Lemma
w248176,w248176,"沉淀作用",n,Lemma
w244326,w244326,"行为主义+的",a,Lemma
w202083,w202083,"海象",n,Lemma
w252204,w252204,"旧货店",n,Lemma
w200015,w200015,"签字+的",a,Lemma
w212161,w212161,"充满活力",a,Lemma
w209240,w209240,"手头的钱",n,Lemma
w209671,w209671,"甲基炔诺酮",n,Lemma
w243208,w243208,"乳房X线照片",n,Lemma
w249575,w249575,"鲎藤",n,Lemma
w249680,w249680,"大鸟笼",n,Lemma
w235581,w235581,"超环面体",n,Lemma
w244561,w244561,"不合法+的",a,Lemma
w203627,w203627,"阿拉斯加标准时间",n,Lemma
w230676,w230676,"有效+的",a,Lemma
w229123,w229123,"无法治愈的",a,Lemma
w255813,w255813,"阉割+的",a,Lemma
w262774,w262774,"银行授信额度",n,Lemma
w256824,w256824,"磨碎",v,Lemma
w189506,w189506,"细柄凿",n,Lemma
w226928,w226928,"不须依赖+的",a,Lemma
w189941,w189941,"压倒一切",a,Lemma
w219283,w219283,"在视线之外+的",a,Lemma
w190772,w190772,"起飞",v,Lemma
w201720,w201720,"商业",v,Lemma
w233888,w233888,"缺乏自信心",a,Lemma
w195615,w195615,"清醒",a,Lemma
w263552,w263552,"赞成",a,Lemma
w234476,w234476,"耳垢+的",a,Lemma
w236225,w236225,"磁带",n,Lemma
w256161,w256161,"合理地处理",v,Lemma
w224069,w224069,"智利+的",a,Lemma
w249809,w249809,"左边地",r,Lemma
w226019,w226019,"自动洗衣店",n,Lemma
w225461,w225461,"独木舟",n,Lemma
w216863,w216863,"稠李",n,Lemma
w224720,w224720,"集合",v,Lemma
w227553,w227553,"食蚁兽科",n,Lemma
w238517,w238517,"水溶液",n,Lemma
w263903,w263903,"奇形绣球花",n,Lemma
w256663,w256663,"小花烟",n,Lemma
w222013,w222013,"货币名",n,Lemma
w260325,w260325,"使计算机化",v,Lemma
w217699,w217699,"拥有+的",a,Lemma
w229321,w229321,"腓力斯+的",a,Lemma
w189759,w189759,"取回",v,Lemma
w236793,w236793,"僵持状态",n,Lemma
w253864,w253864,"粗纺+的",a,Lemma
w233519,w233519,"照明器材",n,Lemma
w253178,w253178,"嘲笑",v,Lemma
w223291,w223291,"类似蜘蛛+的",a,Lemma
w262078,w262078,"香烟屁股",n,Lemma
w232785,w232785,"可转换证券",n,Lemma
w221837,w221837,"父子关系",n,Lemma
w216727,w216727,"办成",v,Lemma
w201289,w201289,"白鲳属",n,Lemma
w212263,w212263,"赝靛",n,Lemma
w188200,w188200,"饷金名单",n,Lemma
w207116,w207116,"根肿菌科",n,Lemma
w245517,w245517,"爱慕",n,Lemma
w238893,w238893,"杆子",n,Lemma
w228298,w228298,"浑浊+的",a,Lemma
w262270,w262270,"苏人+的",a,Lemma
w256108,w256108,"财政支持",n,Lemma
w191387,w191387,"利口酒杯",n,Lemma
w259108,w259108,"第十亿",n,Lemma
w199878,w199878,"肝炎",n,Lemma
w242398,w242398,"勒克朗谢电池",n,Lemma
w196600,w196600,"多嘴+地",r,Lemma
w216285,w216285,"褐砂石房屋",n,Lemma
w223007,w223007,"防空兵器",n,Lemma
w195838,w195838,"裸体+地",r,Lemma
w189373,w189373,"长嘴",n,Lemma
w210472,w210472,"锯齿状边缘+的",a,Lemma
w196543,w196543,"休养所",n,Lemma
w252660,w252660,"放宽",n,Lemma
w234796,w234796,"反弹道飞弹",n,Lemma
w262260,w262260,"似蹄+的",a,Lemma
w224687,w224687,"阿萨姆",a,Lemma
w202484,w202484,"高声鸣叫",v,Lemma
w219573,w219573,"动物群",n,Lemma
w224464,w224464,"印度历的6月",n,Lemma
w256899,w256899,"甾族",a,Lemma
w199434,w199434,"商店",n,Lemma
w257944,w257944,"接合板",n,Lemma
w251334,w251334,"君主统治",v,Lemma
w195737,w195737,"盲从",a,Lemma
w210033,w210033,"分电器凸轮",n,Lemma
w211160,w211160,"伸长",a,Lemma
w225024,w225024,"忧愁",a,Lemma
w248599,w248599,"下流+的",a,Lemma
w257435,w257435,"使合法",v,Lemma
w217091,w217091,"二分",a,Lemma
w238925,w238925,"生计",n,Lemma
w245958,w245958,"不好看+的",a,Lemma
w200686,w200686,"拉米夫定",n,Lemma
w206028,w206028,"复活节季",n,Lemma
w195964,w195964,"磁罗盘",n,Lemma
w235718,w235718,"组织",n,Lemma
w253998,w253998,"熏衣草",n,Lemma
w225882,w225882,"下级+的",a,Lemma
w251401,w251401,"滚球轴承",n,Lemma
w217565,w217565,"臀部",n,Lemma
w228216,w228216,"变晴",v,Lemma
w246921,w246921,"反物质",n,Lemma
w194629,w194629,"摇晃",v,Lemma
w242143,w242143,"赌注的比率",n,Lemma
w199773,w199773,"听力测定",a,Lemma
w244836,w244836,"教",v,Lemma
w241009,w241009,"食用牛",n,Lemma
w242108,w242108,"智",a,Lemma
w210705,w210705,"向外弯曲",a,Lemma
w190723,w190723,"一畚箕",n,Lemma
w238562,w238562,"地球上",a,Lemma
w258720,w258720,"羽状叶",n,Lemma
w220836,w220836,"卑劣+的",a,Lemma
w233906,w233906,"太赫",n,Lemma
w252172,w252172,"收税",v,Lemma
w238719,w238719,"失写+的",a,Lemma
w210251,w210251,"真鲷属",n,Lemma
w191234,w191234,"像酵母或酵素",a,Lemma
w227771,w227771,"令人厌恶",a,Lemma
w202688,w202688,"责备",v,Lemma
w262843,w262843,"火鸡属",n,Lemma
w237192,w237192,"监视器",n,Lemma
w247432,w247432,"能看到远处+的",a,Lemma
w211257,w211257,"几何学",a,Lemma
w192771,w192771,"古物",a,Lemma
w191081,w191081,"质疑",v,Lemma
w257286,w257286,"抽气机",n,Lemma
w216768,w216768,"合乎逻辑+的",a,Lemma
w228664,w228664,"用氯处理",n,Lemma
w188497,w188497,"指示钟点",a,Lemma
w229978,w229978,"用阴茎",a,Lemma
w206423,w206423,"射氯",n,Lemma
w250916,w250916,"有机体",a,Lemma
w243217,w243217,"有叶形装饰+的",a,Lemma
w239065,w239065,"风雅+的",a,Lemma
w193077,w193077,"立陶宛",a,Lemma
w204244,w204244,"去势+的",a,Lemma
w228365,w228365,"脱氧核糖",n,Lemma
w253790,w253790,"后续工作",n,Lemma
w264485,w264485,"过剩",n,Lemma
w244531,w244531,"土语",n,Lemma
w204384,w204384,"失足",v,Lemma
w217663,w217663,"能防御+的",a,Lemma
w249169,w249169,"再摄取",n,Lemma
w234685,w234685,"利比希冷凝器",n,Lemma
w195392,w195392,"红桐草",n,Lemma
w240096,w240096,"表面玻璃",n,Lemma
w192786,w192786,"黄冠夜鹭",n,Lemma
w256229,w256229,"会收缩+的",a,Lemma
w203212,w203212,"电离箱",n,Lemma
w193861,w193861,"天房",n,Lemma
w207160,w207160,"范康尼贫血",n,Lemma
w227824,w227824,"征用",v,Lemma
w238396,w238396,"水银",n,Lemma
w256549,w256549,"签条",n,Lemma
w233233,w233233,"缓冲溶液",n,Lemma
w241055,w241055,"洋苏木",n,Lemma
w224569,w224569,"麻药",n,Lemma
w233657,w233657,"喜爱",v,Lemma
w233977,w233977,"作丝光处理+的",a,Lemma
w226413,w226413,"吸",a,Lemma
w224124,w224124,"针织品",n,Lemma
w234246,w234246,"股东",n,Lemma
w245651,w245651,"罚球区",n,Lemma
w208641,w208641,"二色性色盲",a,Lemma
w228185,w228185,"股癣",n,Lemma
w235451,w235451,"搅乱",v,Lemma
w195335,w195335,"谷类食品",n,Lemma
w245768,w245768,"堕落",n,Lemma
w222992,w222992,"对分",n,Lemma
w227065,w227065,"出乎意料",v,Lemma
w195591,w195591,"解离症",n,Lemma
w203578,w203578,"伸展台",n,Lemma
w255321,w255321,"猜疑",n,Lemma
w216002,w216002,"齿龈炎",n,Lemma
w215835,w215835,"浸析作用",n,Lemma
w208218,w208218,"产卵",n,Lemma
w221936,w221936,"长牡蛎",n,Lemma
w191842,w191842,"唐棣属",n,Lemma
w196552,w196552,"想要+的",a,Lemma
w201393,w201393,"渐尖",a,Lemma
w207316,w207316,"冷冻干燥法",n,Lemma
w244905,w244905,"真分数",n,Lemma
w241635,w241635,"遮光眼罩",n,Lemma
w220006,w220006,"三裂叶漆树",n,Lemma
w217473,w217473,"外鳃",n,Lemma
w237908,w237908,"荒谬的事",n,Lemma
w246436,w246436,"感觉运动",a,Lemma
w223946,w223946,"点火钥匙",n,Lemma
w239117,w239117,"春尺蠖",n,Lemma
w238671,w238671,"南极+的",a,Lemma
w261482,w261482,"得票数",n,Lemma
w261307,w261307,"鹅似+的",a,Lemma
w260465,w260465,"不整齐",a,Lemma
w196953,w196953,"褴褛+的",a,Lemma
w236194,w236194,"整枝",v,Lemma
w242972,w242972,"复制",v,Lemma
w189113,w189113,"防锈剂",n,Lemma
w225589,w225589,"弹道飞弹",n,Lemma
w191051,w191051,"注解",n,Lemma
w243240,w243240,"椎骨+的",a,Lemma
w250514,w250514,"倒楣的日子",n,Lemma
w242155,w242155,"无苞+的",a,Lemma
w238693,w238693,"克里姆林宫",n,Lemma
w219453,w219453,"谦恭有礼的举止",n,Lemma
w261657,w261657,"蜕变",n,Lemma
w229411,w229411,"内科+的",a,Lemma
w211343,w211343,"污迹",n,Lemma
w220958,w220958,"警棍",n,Lemma
w236542,w236542,"乳",a,Lemma
w234908,w234908,"测听术",n,Lemma
w209753,w209753,"不花钱的东西",n,Lemma
w252834,w252834,"二变量",a,Lemma
w221562,w221562,"书记",a,Lemma
w262667,w262667,"叠瓦状",a,Lemma
w194522,w194522,"苹果泥",n,Lemma
w199986,w199986,"主顾",n,Lemma
w203545,w203545,"精神病+的",a,Lemma
w239424,w239424,"蜡",n,Lemma
w263417,w263417,"夹竹桃属",n,Lemma
w216649,w216649,"不谙世事的",a,Lemma
w226850,w226850,"自由球员市场",n,Lemma
w206342,w206342,"衣虱病",n,Lemma
w200109,w200109,"货物税",n,Lemma
w232640,w232640,"诗",n,Lemma
w211752,w211752,"砷钴矿",n,Lemma
w245238,w245238,"轮转焰火",n,Lemma
w254730,w254730,"塞满",v,Lemma
w192982,w192982,"前桅中桅的帆",n,Lemma
w223482,w223482,"髋部+的",a,Lemma
w215841,w215841,"腐蚀物",n,Lemma
w251061,w251061,"野马",n,Lemma
w206947,w206947,"可平息的",a,Lemma
w187821,w187821,"六孔竖笛",n,Lemma
w223479,w223479,"追究",n,Lemma
w252064,w252064,"无法形容+地",r,Lemma
w260754,w260754,"发酵作用",n,Lemma
w243141,w243141,"元音",a,Lemma
w214912,w214912,"节省",v,Lemma
w225076,w225076,"后门",n,Lemma
w234328,w234328,"葡萄风信子",n,Lemma
w245347,w245347,"法西斯主义+的",a,Lemma
w224052,w224052,"接合处",n,Lemma
w236153,w236153,"内阁+的",a,Lemma
w237769,w237769,"担心+的",a,Lemma
w242318,w242318,"书写+的",a,Lemma
w219859,w219859,"使发生争吵",v,Lemma
w242434,w242434,"该受责备+的",a,Lemma
w191149,w191149,"逆时针方向",a,Lemma
w223912,w223912,"少许",a,Lemma
w249727,w249727,"隐蔽洞",n,Lemma
w237580,w237580,"氰酸",n,Lemma
w240238,w240238,"评判员",n,Lemma
w264141,w264141,"环氧酶-1",n,Lemma
w220172,w220172,"可触摸+的",a,Lemma
w214950,w214950,"电脑恐惧症",n,Lemma
w199165,w199165,"中央集权主义+的",a,Lemma
w239633,w239633,"反映多种文化+的",a,Lemma
w212519,w212519,"规则",a,Lemma
w205017,w205017,"充足",a,Lemma
w212020,w212020,"使成为共同的",v,Lemma
w237495,w237495,"太平洋沿岸+的",a,Lemma
w250892,w250892,"自动免疫",n,Lemma
w204475,w204475,"自命不凡+的",a,Lemma
w262551,w262551,"聚丁烯",n,Lemma
w208404,w208404,"拨弦古钢琴",n,Lemma
w218892,w218892,"配制品",n,Lemma
w239312,w239312,"透明质",a,Lemma
w220032,w220032,"斧子",n,Lemma
w241204,w241204,"动机",n,Lemma
w262796,w262796,"最高纪录",n,Lemma
w243771,w243771,"纹理细密",a,Lemma
w231270,w231270,"妊娠期+的",a,Lemma
w234113,w234113,"凝结器",n,Lemma
w251944,w251944,"共同签字",a,Lemma
w215403,w215403,"有髭",a,Lemma
w230937,w230937,"好心+的",a,Lemma
w223022,w223022,"铁加杯",n,Lemma
w211668,w211668,"个案研究+的",a,Lemma
w229298,w229298,"海兔属",n,Lemma
w206516,w206516,"蚀刻版",n,Lemma
w232793,w232793,"有道德",a,Lemma
w232131,w232131,"有神秘解释",a,Lemma
w235802,w235802,"意气相投",a,Lemma
w231806,w231806,"封闭盖",n,Lemma
w236198,w236198,"灰色衣服",n,Lemma
w198400,w198400,"过分自信",a,Lemma
w211731,w211731,"战壕足",n,Lemma
w211710,w211710,"鲉科",n,Lemma
w199539,w199539,"远程+地",r,Lemma
w255684,w255684,"市场价",n,Lemma
w263270,w263270,"易控制+地",r,Lemma
w226830,w226830,"潮虫属",n,Lemma
w256738,w256738,"粗鄙的",a,Lemma
w209190,w209190,"未灭菌",a,Lemma
w212041,w212041,"卷入",n,Lemma
w236723,w236723,"台夹钳",n,Lemma
w249875,w249875,"涂油",n,Lemma
w211708,w211708,"加入",n,Lemma
w238921,w238921,"乐器的指孔",n,Lemma
w246535,w246535,"挪威㹴",n,Lemma
w198366,w198366,"帽徽",n,Lemma
w207531,w207531,"托管",v,Lemma
w211293,w211293,"可选+的",a,Lemma
w215376,w215376,"茛菪素",n,Lemma
w243791,w243791,"分划上+的",a,Lemma
w216868,w216868,"猪麻",n,Lemma
w223704,w223704,"节奏+的",a,Lemma
w256608,w256608,"绺",n,Lemma
w201962,w201962,"性激素",n,Lemma
w229597,w229597,"非专业化",a,Lemma
w225156,w225156,"加工的",a,Lemma
w192208,w192208,"带冷色",a,Lemma
w241251,w241251,"一元运算",n,Lemma
w208617,w208617,"整流器",n,Lemma
w214253,w214253,"乘平底雪橇滑下",v,Lemma
w235334,w235334,"门闩",n,Lemma
w228155,w228155,"异化",a,Lemma
w219153,w219153,"凸轮",n,Lemma
w198876,w198876,"冬眠",v,Lemma
w198893,w198893,"嬉戏着",a,Lemma
w204165,w204165,"胚胎+的",a,Lemma
w200942,w200942,"旋律",n,Lemma
w216553,w216553,"金银条",n,Lemma
w248113,w248113,"溶血",n,Lemma
w196236,w196236,"钟形圆饰",n,Lemma
w260620,w260620,"学袍",n,Lemma
w264151,w264151,"不定式",a,Lemma
w257187,w257187,"极不公正+地",r,Lemma
w197068,w197068,"霸道的",a,Lemma
w236045,w236045,"坛",n,Lemma
w207068,w207068,"肉样瘤病",n,Lemma
w259376,w259376,"薄荷属",n,Lemma
w197020,w197020,"水平面",n,Lemma
w252073,w252073,"梭子蟹",n,Lemma
w204013,w204013,"无辩护余地",a,Lemma
w209425,w209425,"切除",v,Lemma
w208541,w208541,"漂鹬",n,Lemma
w194744,w194744,"白",a,Lemma
w228954,w228954,"法兰克福香肠",n,Lemma
w249023,w249023,"嘲弄",r,Lemma
w234307,w234307,"启示录+的",a,Lemma
w205403,w205403,"苄型+的",a,Lemma
w221253,w221253,"恶性高热",n,Lemma
w214659,w214659,"子女抚养费",n,Lemma
w255218,w255218,"低廉",a,Lemma
w204299,w204299,"垂体",a,Lemma
w263830,w263830,"晚霞",n,Lemma
w223858,w223858,"广播网",n,Lemma
w195975,w195975,"持续飞行",v,Lemma
w245415,w245415,"适当+的",a,Lemma
w196894,w196894,"大约",r,Lemma
w197659,w197659,"现实主义",a,Lemma
w209411,w209411,"高贵+地",r,Lemma
w229389,w229389,"序言",a,Lemma
w215322,w215322,"使人晕眩",a,Lemma
w246892,w246892,"结扎线",n,Lemma
w204784,w204784,"解剖学上",a,Lemma
w246116,w246116,"体育场",n,Lemma
w199600,w199600,"大型曼陀琳",n,Lemma
w218138,w218138,"超锕+的",a,Lemma
w263050,w263050,"腰部",a,Lemma
w191066,w191066,"水黾科",n,Lemma
w199094,w199094,"三位一体+的",a,Lemma
w247109,w247109,"氮+的",a,Lemma
w208003,w208003,"使社会化",v,Lemma
w264030,w264030,"乘法逆元素",n,Lemma
w221742,w221742,"博斯普鲁斯大桥",n,Lemma
w218117,w218117,"感恩的供品",n,Lemma
w223821,w223821,"协调",r,Lemma
w260001,w260001,"秧鸡类",n,Lemma
w194642,w194642,"变尖锐",v,Lemma
w193269,w193269,"法律费",n,Lemma
w191311,w191311,"水芹",n,Lemma
w259856,w259856,"阴道溢液",n,Lemma
w189438,w189438,"值得花时间",a,Lemma
w209043,w209043,"专有+的",a,Lemma
w220849,w220849,"象空气+的",a,Lemma
w244036,w244036,"无比+地",r,Lemma
w221439,w221439,"公分",n,Lemma
w228929,w228929,"隐瞒",v,Lemma
w211382,w211382,"密码分析",a,Lemma
w263752,w263752,"青仔",n,Lemma
w257951,w257951,"细胞分裂",n,Lemma
w232297,w232297,"歪斜+的",a,Lemma
w227562,w227562,"爹",n,Lemma
w263573,w263573,"无尾刺豚鼠",n,Lemma
w256658,w256658,"妄羡+的",a,Lemma
w209484,w209484,"捉弄",v,Lemma
w227739,w227739,"永远不再",r,Lemma
w248433,w248433,"提出诉讼",v,Lemma
w192274,w192274,"做坏事的人",n,Lemma
w188593,w188593,"百磅",n,Lemma
w247282,w247282,"不凋萎",a,Lemma
w258440,w258440,"任圣职",v,Lemma
w223781,w223781,"容易教+的",a,Lemma
w218661,w218661,"补过",v,Lemma
w262004,w262004,"定时炸弹",n,Lemma
w198618,w198618,"生殖力障碍",n,Lemma
w223635,w223635,"夏季香薄荷",n,Lemma
w239386,w239386,"深蓝灰色",a,Lemma
w230567,w230567,"使活动",v,Lemma
w255354,w255354,"三叶凹凸形+的",a,Lemma
w239981,w239981,"箩筐树",n,Lemma
w260223,w260223,"还原剂",n,Lemma
w264763,w264763,"检疫",n,Lemma
w236680,w236680,"放置",v,Lemma
w196589,w196589,"植物脂",n,Lemma
w254892,w254892,"猥亵地",r,Lemma
w237319,w237319,"加州羽叶槭",n,Lemma
w237470,w237470,"针状",a,Lemma
w263803,w263803,"天然橡胶",n,Lemma
w222642,w222642,"先入之见",n,Lemma
w219463,w219463,"小叶",n,Lemma
w195205,w195205,"枯叶色+的",a,Lemma
w192103,w192103,"婚约",n,Lemma
w217432,w217432,"新蜡伞属",n,Lemma
w219929,w219929,"健壮+的",a,Lemma
w220874,w220874,"储存",v,Lemma
w220617,w220617,"可辩论",a,Lemma
w233949,w233949,"审判上+的",a,Lemma
w262378,w262378,"蓬尾浣熊",n,Lemma
w254952,w254952,"厌恶",n,Lemma
w248400,w248400,"优惠券",n,Lemma
w263103,w263103,"蜉蝣",n,Lemma
w237400,w237400,"省小钱吃大亏+的",a,Lemma
w219478,w219478,"自动寻的装置",n,Lemma
w215154,w215154,"可矫正的",a,Lemma
w193985,w193985,"娼妓似+的",a,Lemma
w240211,w240211,"适当的报酬",n,Lemma
w195457,w195457,"股痛",n,Lemma
w212923,w212923,"性腺",a,Lemma
w258375,w258375,"灰质粘土",n,Lemma
w189013,w189013,"西红柿",n,Lemma
w210390,w210390,"马库斯·维皮萨谬斯",n,Lemma
w191780,w191780,"号角",n,Lemma
w218922,w218922,"闪烁发光",v,Lemma
w191355,w191355,"再次攻克",v,Lemma
w196452,w196452,"磁",a,Lemma
w229834,w229834,"卡塞格伦望远镜",n,Lemma
w198649,w198649,"地上",a,Lemma
w237818,w237818,"扬抑格",a,Lemma
w226745,w226745,"橙色",n,Lemma
w188860,w188860,"灰毛石种草",n,Lemma
w193155,w193155,"恶臭的",a,Lemma
w224070,w224070,"奶牛",n,Lemma
w217776,w217776,"位置上+的",a,Lemma
w211634,w211634,"螺旋千斤顶",n,Lemma
w209210,w209210,"不断增加",a,Lemma
w220991,w220991,"似天使",a,Lemma
w212618,w212618,"新配备的马匹",n,Lemma
w240362,w240362,"烷基",n,Lemma
w214969,w214969,"磷酸盐缓冲液",n,Lemma
w246077,w246077,"抽风机",n,Lemma
w222058,w222058,"耍花招",v,Lemma
w216770,w216770,"大花菌",n,Lemma
w237657,w237657,"行政+的",a,Lemma
w216786,w216786,"代替物",n,Lemma
w250979,w250979,"抗血友病因子",n,Lemma
w205769,w205769,"争论",v,Lemma
w264382,w264382,"未填充+的",a,Lemma
w204436,w204436,"枕头",n,Lemma
w207186,w207186,"不被接受+的",a,Lemma
w232309,w232309,"南非山斑马",n,Lemma
w256385,w256385,"老人",a,Lemma
w222415,w222415,"感光",a,Lemma
w235189,w235189,"螳螂竹节目",n,Lemma
w210896,w210896,"内感受性",a,Lemma
w252838,w252838,"繁分数",n,Lemma
w202012,w202012,"缺席",n,Lemma
w244423,w244423,"核蛋白质",n,Lemma
w260878,w260878,"可预定+的",a,Lemma
w257300,w257300,"外加+的",a,Lemma
w252558,w252558,"流网",n,Lemma
w190186,w190186,"月鲹",n,Lemma
w201409,w201409,"假槟榔",n,Lemma
w209642,w209642,"卡片",n,Lemma
w195121,w195121,"有限法律责任",n,Lemma
w211041,w211041,"兴奋",n,Lemma
w224954,w224954,"信噪比",n,Lemma
w201561,w201561,"民意",n,Lemma
w244269,w244269,"连苯三酚",n,Lemma
w189821,w189821,"配额",n,Lemma
w236588,w236588,"火车费",n,Lemma
w258130,w258130,"筛管",n,Lemma
w260988,w260988,"感觉到",a,Lemma
w262895,w262895,"无临床症状",a,Lemma
w261575,w261575,"有锯齿状+的",a,Lemma
w215798,w215798,"微湿",a,Lemma
w192884,w192884,"应激",a,Lemma
w226469,w226469,"使惊恐的经历",n,Lemma
w257099,w257099,"椅子罩子",n,Lemma
w201835,w201835,"棱罗人",n,Lemma
w243784,w243784,"使发怒",v,Lemma
w205004,w205004,"越冬",v,Lemma
w234886,w234886,"雄獐",n,Lemma
w245219,w245219,"创办",v,Lemma
w213229,w213229,"毫无约束+的",a,Lemma
w193414,w193414,"至上",n,Lemma
w200333,w200333,"干净+地",r,Lemma
w240965,w240965,"环状物",n,Lemma
w195746,w195746,"井盖",n,Lemma
w239139,w239139,"螺旋拔塞器",n,Lemma
w257803,w257803,"画展",n,Lemma
w213669,w213669,"偷香窃玉",n,Lemma
w259043,w259043,"铺饰用布料",n,Lemma
w196657,w196657,"褐藻胶",n,Lemma
w244875,w244875,"合欢草属",n,Lemma
w262530,w262530,"抽搐",v,Lemma
w218164,w218164,"胡子刮光了+的",a,Lemma
w258644,w258644,"扁圆+的",a,Lemma
w205687,w205687,"蓝盆花属植物",n,Lemma
w222469,w222469,"感动",v,Lemma
w222216,w222216,"卫生球",n,Lemma
w206682,w206682,"朝鲜语+的",a,Lemma
w212197,w212197,"标点符号",n,Lemma
w220236,w220236,"立陶宛语",a,Lemma
w236206,w236206,"中耳炎",n,Lemma
w208530,w208530,"所有",r,Lemma
w256079,w256079,"重音+的",a,Lemma
w255270,w255270,"电枢",n,Lemma
w206469,w206469,"各种+的",a,Lemma
w191810,w191810,"贱卖",v,Lemma
w235850,w235850,"噪音污染",n,Lemma
w191457,w191457,"让与+的",a,Lemma
w224331,w224331,"乌藨子",n,Lemma
w240029,w240029,"海盗船",n,Lemma
w261200,w261200,"地下室",n,Lemma
w228812,w228812,"斯威士语",a,Lemma
w229024,w229024,"多变小冠花",n,Lemma
w263813,w263813,"石鲈",n,Lemma
w261451,w261451,"盖板",n,Lemma
w191268,w191268,"痒疹",n,Lemma
w208527,w208527,"虱蝇",n,Lemma
w252857,w252857,"臂铠",n,Lemma
w250724,w250724,"出于自愿",a,Lemma
w243810,w243810,"贫齿类+的",a,Lemma
w260200,w260200,"租赁+的",a,Lemma
w248107,w248107,"训炼",v,Lemma
w251561,w251561,"俄罗斯亚洲部分",n,Lemma
w254663,w254663,"含卡可基",a,Lemma
w220669,w220669,"一便士的价钱",n,Lemma
w197897,w197897,"血液透析器",n,Lemma
w198057,w198057,"无颌+的",a,Lemma
w195082,w195082,"几内亚法郎",n,Lemma
w203640,w203640,"翻印本",n,Lemma
w227976,w227976,"小动脉+的",a,Lemma
w262703,w262703,"穿茎叶",n,Lemma
w236885,w236885,"同分决赛",n,Lemma
w218846,w218846,"使结冰",v,Lemma
w228230,w228230,"毡",n,Lemma
w245328,w245328,"扰乱",v,Lemma
w236313,w236313,"掩埋",v,Lemma
w224137,w224137,"城市的",a,Lemma
w247855,w247855,"英国激飞猎犬",n,Lemma
w191259,w191259,"锚链筒",n,Lemma
w221685,w221685,"绿帽菌",n,Lemma
w260812,w260812,"灵巧+的",a,Lemma
w212010,w212010,"夸大其辞",a,Lemma
w202924,w202924,"吐气",v,Lemma
w252154,w252154,"相对多数",n,Lemma
w203316,w203316,"坡",n,Lemma
w215226,w215226,"递传单",v,Lemma
w200138,w200138,"喃喃而语",v,Lemma
w195347,w195347,"用橡木制+的",a,Lemma
w225658,w225658,"与生俱来+地",r,Lemma
w261026,w261026,"橄榄科",n,Lemma
w207557,w207557,"三冠赛季",n,Lemma
w213472,w213472,"气管支气管炎",n,Lemma
w200904,w200904,"微处理器",n,Lemma
w209528,w209528,"市政厅",n,Lemma
w217223,w217223,"不整齐+地",r,Lemma
w197400,w197400,"备用",v,Lemma
w222797,w222797,"刺穿",n,Lemma
w198880,w198880,"底子",n,Lemma
w201524,w201524,"巴拉圭+的",a,Lemma
w230883,w230883,"悄悄地走近",v,Lemma
w203457,w203457,"神经痛+的",a,Lemma
w213963,w213963,"有效果+的",a,Lemma
w214893,w214893,"不变+的",a,Lemma
w230866,w230866,"暴动",a,Lemma
